"SKU","ESTOQUE","ItmsGrpCod","GrupoItens","U_G2W_Subgrupo","Descr","FirmCode","FirmName","CodeBars","DEP_PRINCIPAL","NcmCode","U_G2W_FonteProd","FONTE","GRUPO_MATERIAS","CURVA","SuppCatNum"
PM358,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248128361","04","8409.91.20","2","2",2,C,
PM400,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248137202","04","8409.91.20","2","2",2,C,
JQ464,0.000000,136,VSR,"003",Jaquetas,18,Laquila,"7909201029335","04","4203.10.00","2","2",2,C,
MTGE097,0.000000,143,Autparts,"183",Escova,25,Gauss,"7899751929202",,"8511.90.00","5","5",-1,C,GM17011
PM359,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248128378","04","8409.91.20","2","2",2,C,
AUGS545,0.000000,143,Autparts,"279",Placa de Diodos,25,Gauss,"7898252654101",,"8504.40.21","5","5",-1,C,GA1763
LC350,0.000000,136,VSR,"144",Cabo de velocimetro,18,Laquila,"7899248103900","04","8714.10.00","2","2",2,C,
PM478,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248175310","04","8409.91.20","2","2",2,C,
LC352,0.000000,136,VSR,"144",Cabo de velocimetro,18,Laquila,"7899248180284","04","8714.10.00","2","2",2,C,
PM404,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248137349","04","8409.91.20","2","2",2,C,
PN182,0.000000,136,VSR,"004",Pneus,18,Laquila,"8019227255034","04","4011.40.00","2","0",2,C,
PA142,0.000000,136,VSR,"217",Painel de instrumentos,18,Laquila,"7899248115941","04","8714.10.00","2","2",2,C,
AUGV005,0.000000,143,Autparts,"082",Vela de Ignição,25,Gauss,"7898252658963",,"8511.10.00","2","2",2,C,GV5R03
PA143,0.000000,136,VSR,"217",Painel de instrumentos,18,Laquila,"7899248103498","04","8714.10.00","2","2",2,A,
AULM062,0.000000,143,Autparts,"088",Lente,10,Metagal,,,"7009.10.00","0","0",-1,C,RWSM27
PA145,0.000000,136,VSR,"217",Painel de instrumentos,18,Laquila,"7899248181250","04","8714.10.00","2","2",2,B,
AULM063,0.000000,143,Autparts,"088",Lente,10,Metagal,,,"7009.10.00","0","0",-1,C,RWSM28
AUGB033,5.000000,143,Autparts,"080",Bico Injetor,25,Gauss,"7899751921527",,"8409.99.69","2","2",2,B,GI9214
AUGB034,1.000000,143,Autparts,"080",Bico Injetor,25,Gauss,"7899751921558",,"8409.99.69","2","2",2,A,GI9218
AUFA109,0.000000,143,Autparts,"035",Farol,14,Arteb,"7896482543820",,"8512.20.11","5","5",1,C,"160700"
PN227,0.000000,136,VSR,"004",Pneus,18,Laquila,"8019227175530","04","4011.40.00","2","5",1,C,
AUPB061,4.000000,143,Autparts,"073",Palheta,5,Bosch,"4047025139526",,"8512.90.00","0","0",1,C,"3397009822"
AUVN010,2.000000,143,Autparts,"082",Vela de Ignição,8,NGK,,,"8511.10.00","2","2",2,C,BKR7EIX
AULM010,3.000000,143,Autparts,"088",Lente,10,Metagal,,,"3926.90.90","0","0",1,C,RTUM88
AULM011,4.000000,143,Autparts,"088",Lente,10,Metagal,,,"3926.90.90","0","0",1,C,RTUM89
AUSB099,1.000000,143,Autparts,"112",Sonda Lambda,5,Bosch,"4047025253802",,"9027.10.00","2","2",2,C,"258010124"
AULC001,5.000000,143,Autparts,"049",Lanterna traseira,20,Pradolux,"7899127245004",,"8512.20.22","0","0",1,C,PL05020005
AULM012,2.000000,143,Autparts,"088",Lente,10,Metagal,,,"3926.90.90","0","0",1,C,RTVM96
AUCB013,1.000000,143,Autparts,"078",Cabo de Ignição,5,Bosch,"7891009260648",,"8544.30.00","0","0",1,C,F00099C072
AULC002,3.000000,143,Autparts,"049",Lanterna traseira,20,Pradolux,"7899127258530",,"8512.20.22","0","0",1,C,PL08040067
AUPD032,2.000000,143,Autparts,"073",Palheta,6,Dyna,"7891100340317",,"8512.90.00","0","0",1,C,S403
AUPD081,2.000000,143,Autparts,"282",Palheta Traseira,6,Dyna,,,"8512.90.00","0","0",1,C,"16E"
AUPV038,1.000000,143,Autparts,"282",Palheta Traseira,16,Vetor,,,"8512.90.00","2","2",2,C,PVT12K
AULD011,16.000000,143,Autparts,"207",Lâmpada do farol,2,Daylux,"7898634130094",,"8539.21.10","2","2",2,C,DAYLUX SB-H3
AUPC075,1.000000,143,Autparts,"001",Nenhum,5,Bosch,,,"8708.30.19","2","2",2,C,SKU LIVRE
AUPD034,2.000000,143,Autparts,"073",Palheta,6,Dyna,"7891100340515",,"8512.90.00","0","0",1,C,S405
MT008,6.000000,136,VSR,"058",Manetes,17,VSR,MT008,,"8714.10.00","1","1",2,C,
AUGV004,1.000000,143,Autparts,"082",Vela de Ignição,25,Gauss,"7898252658949",,"8511.10.00","2","2",2,C,GV5R01
AUPC114,1.000000,143,Autparts,"097",Pastilha Cerâmica,5,Bosch,,,"8708.30.19","2","2",2,C,F03B050294
MR574,1.000000,136,VSR,"129",Biela,18,Laquila,"7899248156579","04","8409.91.11","2","2",2,C,
AUPC115,1.000000,143,Autparts,"097",Pastilha Cerâmica,5,Bosch,"4047026157291",,"8708.30.19","2","2",2,C,F03B050296
MR711,1.000000,136,VSR,"168",Corrente de comando,18,Laquila,"7899248117143","04","7315.12.10","2","2",2,C,
AULM061,9.000000,143,Autparts,"088",Lente,10,Metagal,,,"7009.10.00","0","0",-1,C,RWNM54
PA144,1.000000,136,VSR,"217",Painel de instrumentos,18,Laquila,"7899248143234","04","8714.10.00","2","2",2,C,
AUPB064,4.000000,143,Autparts,"073",Palheta,5,Bosch,"4047025085267",,"8512.90.00","2","2",1,A,"3397007856"
AUGV007,1.000000,143,Autparts,"082",Vela de Ignição,25,Gauss,"7898541340890",,"8511.10.00","2","2",2,B,GV5R07
AUGB035,5.000000,143,Autparts,"080",Bico Injetor,25,Gauss,"7899751925075",,"8409.99.69","2","2",2,C,GI9228
AUPC118,1.000000,143,Autparts,"097",Pastilha Cerâmica,5,Bosch,"4047026157208",,"8708.30.19","2","2",2,C,F03B050390
AUGI020,2.000000,143,Autparts,"113",Bobina de Ignição,25,Gauss,"7898252657256",,"8511.30.20","2","2",-1,C,GC4509
AUVB105,1.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,,,"8511.10.00","5","5",-1,C,F000KE0P37
AULM064,10.000000,143,Autparts,"088",Lente,10,Metagal,,,"7009.10.00","0","0",-1,C,RWYM11
AUGB037,2.000000,143,Autparts,"080",Bico Injetor,25,Gauss,"7899751921480",,"8409.99.69","2","2",2,C,GI9281
AUVB061,2.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,"4047023126139",,"8511.10.00","0","0",1,B,F000KE0P31
AUBI013,4.000000,143,Autparts,"080",Bico Injetor,5,Bosch,"4047025304665",,"8409.91.90","5","5",1,C,"280157147"
AUVB106,4.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,,,"8511.10.00","2","2",-1,C,"242240592"
AUPR286,0.000000,143,Autparts,"001",Nenhum,-1,- Nenhum fabricante -,,,"8708.99.90","2","2",-1,C,PHU57479
AUGS054,0.000000,143,Autparts,"272",Sensor ABS,25,Gauss,"7899751926539",,"9031.80.99","2","2",-1,C,GS2976
AUPD031,2.000000,143,Autparts,"073",Palheta,6,Dyna,"7891100340218",,"8512.90.00","0","0",1,C,S402
AUPD080,5.000000,143,Autparts,"282",Palheta Traseira,6,Dyna,"7891100015055",,"8512.90.00","0","0",1,B,"15E"
MT007,1.000000,136,VSR,"058",Manetes,17,VSR,MT007,,"8714.10.00","1","1",2,C,
AUGC016,2.000000,143,Autparts,"078",Cabo de Ignição,25,Gauss,"7899751924030",,"8544.30.00","5","5",2,B,GC5019
AUPD030,7.000000,143,Autparts,"073",Palheta,6,Dyna,"7891100340119",,"8512.90.00","0","0",1,A,S401
AUPA043,11.000000,143,Autparts,"073",Palheta,1,Auto Impact,"7899766790385",,"8512.90.00","2","2",2,C,PD25
AUPV002,14.000000,143,Autparts,"282",Palheta Traseira,16,Vetor,,,"8512.90.00","2","2",2,A,PVT16
AUPV003,4.000000,143,Autparts,"282",Palheta Traseira,16,Vetor,,,"8512.90.00","2","2",2,C,PVT13
AUGR367,0.000000,143,Autparts,"264",Regulador voltagem,25,Gauss,"7899751931021",,"9032.89.11","5","5",-1,C,GA903
AUPA049,3.000000,143,Autparts,"073",Palheta,1,Auto Impact,"7899766790422",,"8512.90.00","2","2",2,B,PE22
AUPB077,5.000000,143,Autparts,"282",Palheta Traseira,5,Bosch,"4047024875234",,"8512.90.00","2","2",1,B,"3397008997"
AUBG007,0.000000,143,Autparts,"133",Bomba de combustível,25,Gauss,"7898541349077",,"8413.30.10","3","3",-1,C,GI3055
AUGS019,0.000000,143,Autparts,"272",Sensor ABS,25,Gauss,"7899751926287",,"9031.80.99","2","2",-1,B,GS2313
AUBG008,1.000000,143,Autparts,"133",Bomba de combustível,25,Gauss,"7898541349084",,"8413.30.10","3","3",-1,B,GI3065
AUBG009,0.000000,143,Autparts,"133",Bomba de combustível,25,Gauss,"7898252655030",,"8413.30.10","3","3",-1,A,GI3070
AUBG010,0.000000,143,Autparts,"133",Bomba de combustível,25,Gauss,"7898252655092",,"8413.30.10","3","3",-1,C,GI3091
AUGR410,0.000000,143,Autparts,"264",Regulador voltagem,25,Gauss,"7899751901505",,"9032.89.11","4","4",-1,C,GA996
AUGA019,0.000000,143,Autparts,"081",Atuador de Marcha Lenta,25,Gauss,"7898541344454",,"8481.80.99","2","2",-1,B,GS6516
AUGS347,0.000000,143,Autparts,"279",Placa de Diodos,25,Gauss,"7899751917216",,"8504.40.21","5","5",-1,C,GA1334
AUGL009,0.000000,143,Autparts,"207",Lâmpada do farol,-1,- Nenhum fabricante -,"7899751900461",,"8539.21.10","2","2",-1,C,GL81H9
AUGE023,0.000000,143,Autparts,"263",Eletroventilador,25,Gauss,"7899751920148",,"8414.59.90","2","2",-1,B,GE1019
AUGE025,0.000000,143,Autparts,"263",Eletroventilador,25,Gauss,"7899751920421",,"8414.59.90","2","2",-1,B,GE1025
AUGI178,0.000000,143,Autparts,"113",Bobina de Ignição,25,Gauss,"7899751923514",,"8511.30.20","2","2",-1,B,GC4482
AUGL010,0.000000,143,Autparts,"207",Lâmpada do farol,-1,- Nenhum fabricante -,"7899751916936",,"8539.21.10","2","2",-1,C,GL87H10
AUGE027,0.000000,143,Autparts,"263",Eletroventilador,25,Gauss,"7899751920186",,"8414.59.90","2","2",-1,C,GE1027
AUGE028,1.000000,143,Autparts,"263",Eletroventilador,25,Gauss,"7899751920193",,"8414.59.90","2","2",-1,B,GE1028
AUGZ003,1.000000,143,Autparts,"018",Buzina,25,Gauss,"7898541345239",,"8512.30.00","2","2",-1,A,GB1019
AUGT028,0.000000,143,Autparts,"101",Corpo de Borboleta,25,Gauss,"7899751920827",,"8409.91.90","2","2",-1,C,GI7063
AUGZ004,0.000000,143,Autparts,"018",Buzina,25,Gauss,"7898252654750",,"8512.30.00","2","2",-1,C,GB1067
AUFA145,0.000000,143,Autparts,"035",Farol,14,Arteb,"7896482547088",,"8512.20.11","0","0",1,C,"160789"
AUGZ005,6.000000,143,Autparts,"018",Buzina,25,Gauss,"7898541345192",,"8512.30.00","2","2",-1,B,GB1015
AUGR179,0.000000,143,Autparts,"264",Regulador voltagem,25,Gauss,"7898541343433",,"9032.89.11","5","5",-1,C,GA367
MP035,0.000000,136,VSR,"056",Manoplas,17,VSR,,,"8714.99.90","1","1",2,B,
AUGS748,0.000000,143,Autparts,"081",Atuador de Marcha Lenta,25,Gauss,"7899751932066",,"8481.80.99","2","2",-1,C,GS6635
AUGS749,0.000000,143,Autparts,"081",Atuador de Marcha Lenta,25,Gauss,"7899751907231",,"8481.80.99","2","2",-1,C,GS6657
MTGE104,0.000000,143,Autparts,"183",Escova,25,Gauss,"7899751930680",,"8511.90.00","2","2",-1,C,GM17018
AUSB062,1.000000,143,Autparts,"106",Sensor de Fase,5,Bosch,"4047024400955",,"9026.20.90","5","5",1,B,"261230234"
AUPA093,57.000000,143,Autparts,"282",Palheta Traseira,1,Auto Impact,"7899766790897",,"8512.90.00","2","2",2,A,TR15
MTGE060,0.000000,143,Autparts,"186",Estator,25,Gauss,"7899751928816",,"8511.90.00","2","2",-1,C,GM16002
MTGE105,1.000000,143,Autparts,"183",Escova,25,Gauss,"7899751930697",,"8511.90.00","2","2",-1,C,GM17019
AUFA147,0.000000,143,Autparts,"035",Farol,14,Arteb,"7896482546395",,"8512.20.11","5","5",1,C,"160764"
AULA143,0.000000,143,Autparts,"049",Lanterna traseira,14,Arteb,,,"8512.20.22","0","0",1,C,"190386"
EM180,0.000000,136,VSR,"174",Disco de embreagem,18,Laquila,"7899248179509","04","8714.10.00","2","2",2,C,
CI174,0.000000,136,VSR,"021",Conjunto Interruptor,18,Laquila,"7899248142572","04","8536.50.90","2","2",2,C,
CI101,0.000000,136,VSR,"021",Conjunto Interruptor,18,Laquila,"7899248154308","04","8536.50.90","2","2",2,C,
JQ430,0.000000,136,VSR,"003",Jaquetas,18,Laquila,"7909201026853","04","6210.50.00","2","2",2,C,
MR263,0.000000,136,VSR,"123",Anéis para pistão,18,Laquila,"7899248147874","04","8409.91.16","2","2",2,C,
CI177,0.000000,136,VSR,"021",Conjunto Interruptor,18,Laquila,"7899248153776","04","8536.50.90","2","2",2,C,
FL229,0.000000,136,VSR,"191",Filtro de óleo,18,Laquila,"7899248120297","04","8421.23.00","2","2",2,C,
FE102,0.000000,136,VSR,"036",Ferramentas,18,Laquila,"7899248182943","04","8714.10.00","2","2",2,C,
FL113,0.000000,136,VSR,"189",Filtro de ar,18,Laquila,"7899248168589","04","8421.31.00","2","2",2,C,
FL230,0.000000,136,VSR,"190",Filtro de combustível,18,Laquila,"7899248148178","04","8421.29.90","2","2",2,C,
MR304,0.000000,136,VSR,"123",Anéis para pistão,18,Laquila,"7899248153288","04","8409.91.16","2","2",2,C,
MP101,0.000000,136,VSR,"056",Manoplas,18,Laquila,"7909201022220","04","8714.10.00","2","2",2,C,
FO160,0.000000,136,VSR,"038",Freio,18,Laquila,"7899248116276","04","8714.94.90","2","2",2,B,
FO161,0.000000,136,VSR,"038",Freio,18,Laquila,"7899248167599","04","8714.94.90","2","2",2,C,
FO162,0.000000,136,VSR,"038",Freio,18,Laquila,"7899248184831","04","8714.94.90","2","2",2,C,
MR685,0.000000,136,VSR,"159",Cilindro com camisa,18,Laquila,"7899248162464","04","8409.91.12","2","2",2,C,
JJ142,0.000000,136,VSR,"045",Jogo de Junta,18,Laquila,"7899248130180","04","6812.99.10","2","2",2,C,
MR686,0.000000,136,VSR,"159",Cilindro com camisa,18,Laquila,"7899248131941","04","8409.91.12","2","2",2,C,
PA108,0.000000,136,VSR,"217",Painel de instrumentos,18,Laquila,"7899248141391","04","8714.10.00","2","2",2,A,
PA109,0.000000,136,VSR,"217",Painel de instrumentos,18,Laquila,"7899248179851","04","8714.10.00","2","2",2,C,
LA110,0.000000,136,VSR,"049",Lanterna traseira,18,Laquila,"7899248181427","04","8512.20.19","2","2",2,C,
FL187,0.000000,136,VSR,"190",Filtro de combustível,18,Laquila,"7899248112834","04","8421.29.90","2","2",2,C,
JJ141,0.000000,136,VSR,"045",Jogo de Junta,18,Laquila,"7899248134720","04","6812.99.10","2","2",2,C,
FL114,0.000000,136,VSR,"189",Filtro de ar,18,Laquila,"7899248116245","04","8421.31.00","2","2",2,C,
IN117,0.000000,136,VSR,"199",Interruptor de Partida,18,Laquila,"7899248176867","04","8536.50.90","2","2",2,C,
IN113,0.000000,136,VSR,"199",Interruptor de Partida,18,Laquila,"7899248176300","04","8536.50.90","2","2",2,C,
RT026,0.000000,136,VSR,"068",Retrovisores,17,VSR,,,"7009.10.00","1","1",2,C,
TA107,0.000000,136,VSR,"070",Tampas,18,Laquila,"7899248191716","04","8714.10.00","2","2",2,C,
AUBB016,0.000000,143,Autparts,"133",Bomba de combustível,5,Bosch,"4047025260091",,"8413.30.10","0","0",-1,C,F000TE190A
AUBB017,0.000000,143,Autparts,"133",Bomba de combustível,5,Bosch,"4047025223355",,"8413.30.10","5","5",1,C,F000TE189A
AUBI050,0.000000,143,Autparts,"080",Bico Injetor,5,Bosch,"3165143350881",,"8409.91.90","5","5",1,C,"280156061"
AUCN030,0.000000,143,Autparts,"078",Cabo de Ignição,8,NGK,,,"8544.30.00","5","5",1,C,SCT53
AUBB018,0.000000,143,Autparts,"133",Bomba de combustível,5,Bosch,"4047024315952",,"8413.30.10","5","5",1,C,F000TE145H
AUCN032,0.000000,143,Autparts,"078",Cabo de Ignição,8,NGK,,,"8544.30.00","5","5",1,C,STV02
AUPC037,0.000000,143,Autparts,"097",Pastilha Cerâmica,5,Bosch,"4047024698161",,"8708.30.19","2","2",2,C,F03B050191
AUVB023,0.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,"4047024277816",,"8511.10.00","2","2",2,C,"242135518"
AUPC038,0.000000,143,Autparts,"097",Pastilha Cerâmica,5,Bosch,"4047024698048",,"8708.30.19","2","2",2,C,F03B050164
AUPC039,0.000000,143,Autparts,"001",Nenhum,5,Bosch,,,"8708.30.19","2","2",2,C,SKU LIVRE
AUPO066,0.000000,143,Autparts,"084",Pastilha Orgânica,5,Bosch,"4047025400459",,"8708.30.19","2","2",1,C,"0986BB0747"
AURM282,0.000000,143,Autparts,"090",Retrovisor,10,Metagal,,,"7009.10.00","0","0",1,C,RTNE70CR
AUVB025,0.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,,,"8511.10.00","2","2",2,C,"241145523"
AUAB004,0.000000,143,Autparts,"001",Nenhum,5,Bosch,,,"8481.80.99","0","0",1,C,f00099m401
AUCB051,0.000000,143,Autparts,"078",Cabo de Ignição,5,Bosch,"7891009000794",,"8544.30.00","0","0",1,C,"9295080042"
AUPL040,0.000000,143,Autparts,"073",Palheta,9,Valeo,,,"8512.90.00","2","2",2,C,"578416"
AUCB052,0.000000,143,Autparts,"078",Cabo de Ignição,5,Bosch,"4047024814561",,"8544.30.00","0","0",1,C,F00099C145
AUPO110,0.000000,143,Autparts,"084",Pastilha Orgânica,5,Bosch,"4047025605458",,"8708.30.19","0","0",1,C,"0986BB0777"
AUPL042,0.000000,143,Autparts,"073",Palheta,9,Valeo,,,"8512.90.00","2","2",2,C,"578418"
AUPO069,0.000000,143,Autparts,"084",Pastilha Orgânica,5,Bosch,"4047025399906",,"8708.30.19","0","0",1,C,"0986BB0594"
AUCB054,0.000000,143,Autparts,"078",Cabo de Ignição,5,Bosch,"7891009347332",,"8544.30.00","0","0",1,C,F00099C122
PM278,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7909201030041","04","8409.91.20","2","2",2,C,
PM395,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248108493","04","8409.91.20","2","2",2,C,
PN260,0.000000,136,VSR,"004",Pneus,18,Laquila,"8019227014372","04","4011.40.00","2","5",1,C,
CD106,0.000000,136,VSR,"024",Carburador,18,Laquila,"7899248105522","04","8409.91.18","2","2",2,A,
CD107,0.000000,136,VSR,"024",Carburador,18,Laquila,"7899248177987","04","8409.91.18","2","2",2,A,
PM279,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7909201030058","04","8409.91.20","2","2",2,C,
PM321,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248127067","04","8409.91.20","2","2",2,C,
LC179,0.000000,136,VSR,"145",Cabo do acelerador,18,Laquila,"7899248160323","04","8714.10.00","2","2",2,C,
CD108,0.000000,136,VSR,"024",Carburador,18,Laquila,"7899248183254","04","8409.91.18","2","2",2,C,
PM322,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248127074","04","8409.91.20","2","2",2,C,
PM397,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248105263","04","8409.91.20","2","2",2,A,
PM205,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248114753","04","8409.91.20","2","2",2,C,
MTGE106,0.000000,143,Autparts,"183",Escova,25,Gauss,"7899751930703",,"8511.90.00","2","2",-1,C,GM17020
PN380,0.000000,136,VSR,"004",Pneus,18,Laquila,"8019227231625","04","4011.40.00","2","0",2,C,
CD109,0.000000,136,VSR,"024",Carburador,18,Laquila,"7899248112087","04","8409.91.18","2","2",2,A,
PM440,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7909201017950","04","8409.91.20","2","2",2,C,
PN264,0.000000,136,VSR,"004",Pneus,18,Laquila,"8019227119381","04","4011.40.00","2","5",1,C,
PM441,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248180994","04","8409.91.20","2","2",2,B,
PN381,0.000000,136,VSR,"004",Pneus,18,Laquila,"8019227231212","04","4011.40.00","2","0",2,C,
AUVB028,0.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,"4047025139328",,"8511.10.00","2","2",2,C,"242135529"
LC108,0.000000,136,VSR,"145",Cabo do acelerador,18,Laquila,"7899248111875","04","8714.10.00","2","2",2,C,
PN266,0.000000,136,VSR,"004",Pneus,18,Laquila,"8019227231229","04","4011.40.00","2","2",2,C,
PM281,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7909201030829","04","8409.91.20","2","2",2,C,
AUSB156,0.000000,143,Autparts,"106",Sensor de Fase,5,Bosch,"3165142610696",,"8543.20.00","2","2",2,C,"232101026"
CP673,0.000000,136,VSR,"006",Capacetes,18,Laquila,"7909201026174","04","6506.10.00","2","2",2,C,
TR101,0.000000,136,VSR,"261",Travas de segurança,18,Laquila,"4003318188930","04","8301.40.00","2","2",2,C,
CP674,0.000000,136,VSR,"006",Capacetes,18,Laquila,"7909201026181","04","6506.10.00","2","2",2,C,
PM161,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248150577","04","8409.91.20","2","2",2,C,
PM206,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248168978","04","8409.91.20","2","2",2,C,
CP675,0.000000,136,VSR,"006",Capacetes,18,Laquila,"7909201026198","04","6506.10.00","2","2",2,C,
MP036,0.000000,136,VSR,"056",Manoplas,17,VSR,,,"8714.99.90","1","1",2,C,
AUGR062,0.000000,143,Autparts,"264",Regulador voltagem,25,Gauss,"7898252650622",,"9032.89.11","5","5",-1,C,GA040
PN265,0.000000,136,VSR,"004",Pneus,18,Laquila,"8019227101218","04","4011.40.00","2","2",2,C,
PI502,0.000000,136,VSR,"063",Piscas,18,Laquila,"7909201024651","04","8512.20.19","2","2",2,C,
AUPA048,13.000000,143,Autparts,"073",Palheta,1,Auto Impact,"7899766790415",,"8512.90.00","2","2",2,C,PE21
AUVB027,0.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,"4047025020695",,"8511.10.00","2","2",2,A,"242140528"
AUPL039,1.000000,143,Autparts,"001",Nenhum,9,Valeo,,,"8512.90.00","2","2",2,C,"578415"
AUVB022,4.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,"4047025217767",,"8511.10.00","2","2",2,C,"241245673"
AUPM022,1.000000,143,Autparts,"089",Pisca Retrovisor,10,Metagal,,,"8512.20.22","0","0",1,C,RCC20T8295
AUPB078,2.000000,143,Autparts,"282",Palheta Traseira,5,Bosch,"4047024875210",,"8512.90.00","2","2",1,C,"3397008635"
AUCB050,3.000000,143,Autparts,"078",Cabo de Ignição,5,Bosch,"7891009242903",,"8544.30.00","0","0",1,C,F00099C063
AUPM023,2.000000,143,Autparts,"089",Pisca Retrovisor,10,Metagal,,,"8512.20.22","0","0",1,C,RCC20T8395
AUSB108,1.000000,143,Autparts,"112",Sonda Lambda,5,Bosch,"4047024376991",,"9027.10.00","2","2",-1,C,"281004150"
AUVB024,4.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,"4047024384354",,"8511.10.00","2","2",2,A,"242135524"
AUPV001,3.000000,143,Autparts,"282",Palheta Traseira,16,Vetor,,,"8512.90.00","2","2",2,C,PVT19
AUSB064,1.000000,143,Autparts,"106",Sensor de Fase,5,Bosch,"4047024837959",,"9026.20.90","5","5",-1,C,F00099P003
AUCB053,1.000000,143,Autparts,"078",Cabo de Ignição,5,Bosch,"4047025186100",,"8544.30.00","0","0",1,C,F00099C614
AUPM026,2.000000,143,Autparts,"089",Pisca Retrovisor,10,Metagal,,,"8512.20.22","0","0",1,C,RCC20S7495
AUCM024,2.000000,143,Autparts,"086",Capa Retrovisor,10,Metagal,,,"3926.90.90","0","0",1,C,RWTC47CHUMBO
AUPM027,2.000000,143,Autparts,"089",Pisca Retrovisor,10,Metagal,,,"8512.20.22","0","0",1,C,RCC20S7595
AULM025,16.000000,143,Autparts,"088",Lente,10,Metagal,,,"7009.10.00","0","0",-1,C,RJYM21
AUFA144,0.000000,143,Autparts,"114",Farol de Milha,14,Arteb,"7896482545602",,"8512.20.11","5","5",1,B,"160745"
AULM026,17.000000,143,Autparts,"088",Lente,10,Metagal,,,"7009.10.00","0","0",-1,C,RKYM50
AUFA146,0.000000,143,Autparts,"114",Farol de Milha,14,Arteb,"7896482545619",,"8512.20.11","5","5",1,B,"160746"
AULM027,3.000000,143,Autparts,"088",Lente,10,Metagal,,,"7009.10.00","0","0",-1,C,RTMM02
JQ361,1.000000,136,VSR,"003",Jaquetas,18,Laquila,"7909201014454","04","6210.40.00","2","2",2,C,
MR846,1.000000,136,VSR,"057",Motor,18,Laquila,"7899248175372","04","8511.40.00","2","2",2,C,
AULM028,7.000000,143,Autparts,"088",Lente,10,Metagal,,,"7009.10.00","0","0",-1,C,RTMM03
AULM029,16.000000,143,Autparts,"088",Lente,10,Metagal,,,"7009.10.00","0","0",-1,C,RTVM01
AUSB182,1.000000,143,Autparts,"112",Sonda Lambda,5,Bosch,,,"9027.10.00","2","2",2,C,"258986735"
