"SKU","ESTOQUE","ItmsGrpCod","GrupoItens","U_G2W_Subgrupo","Descr","FirmCode","FirmName","CodeBars","DEP_PRINCIPAL","NcmCode","U_G2W_FonteProd","FONTE","GRUPO_MATERIAS","CURVA","SuppCatNum"
PM105,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248114838","04","8409.91.20","2","2",2,C,
AUPB096,0.000000,143,Autparts,"282",Palheta Traseira,5,Bosch,,,"8512.90.00","2","2",-1,C,A401H
AUGB012,4.000000,143,Autparts,"080",Bico Injetor,25,Gauss,"7899751921688",,"8409.99.69","2","2",2,A,GI9061
AUPB043,6.000000,143,Autparts,"073",Palheta,5,Bosch,"4047023111326",,"8512.90.00","2","2",1,A,"3397007120"
MR860,0.000000,136,VSR,"129",Biela,18,Laquila,"7899248156616","04","8409.91.11","2","2",2,B,
CD123,0.000000,136,VSR,"024",Carburador,18,Laquila,"7899248121393","04","8409.91.18","2","2",2,B,
AUGC098,0.000000,143,Autparts,"078",Cabo de Ignição,25,Gauss,"7899751928380",,"8544.30.00","5","5",-1,C,GC5090
AUPA060,41.000000,143,Autparts,"073",Palheta,1,Auto Impact,"7899766790538",,"8512.90.00","2","2",2,A,PF24
CD124,0.000000,136,VSR,"024",Carburador,18,Laquila,"7899248119345","04","8409.91.18","2","2",2,C,
AUGL027,0.000000,143,Autparts,"207",Lâmpada do farol,25,Gauss,,,"8539.21.10","2","2",2,C,GL150HS5
AUGL028,2.000000,143,Autparts,"207",Lâmpada do farol,25,Gauss,,,"8539.21.10","2","2",2,C,GL151HS1
AUPB042,3.000000,143,Autparts,"073",Palheta,5,Bosch,"4047024160163",,"8512.90.00","0","0",1,C,"3397007116"
AUPM038,5.000000,143,Autparts,"089",Pisca Retrovisor,10,Metagal,,,"8512.20.22","0","0",1,C,RCC20X1895
AUSB120,1.000000,143,Autparts,"112",Sonda Lambda,5,Bosch,"4047025319362",,"9027.10.00","2","2",2,C,"258010292"
AUPM039,5.000000,143,Autparts,"089",Pisca Retrovisor,10,Metagal,,,"8512.20.22","0","0",1,C,RCC20X1795
AUPC052,1.000000,143,Autparts,"097",Pastilha Cerâmica,5,Bosch,"4047024873650",,"8708.30.19","2","2",2,C,F03B050239
MT034,1.000000,136,VSR,"058",Manetes,17,VSR,,,"8714.99.90","1","1",2,C,
AUPC053,1.000000,143,Autparts,"001",Nenhum,5,Bosch,,,"8708.30.19","2","2",2,C,
AUPV018,2.000000,143,Autparts,"282",Palheta Traseira,16,Vetor,,,"8512.90.00","2","2",2,C,PVT14C
AUMV009,2.000000,143,Autparts,"085",Motor de Partida,9,Valeo,,,"8511.40.00","0","0",1,C,"495108"
AUPO009,1.000000,143,Autparts,"084",Pastilha Orgânica,5,Bosch,,,"8708.30.19","0","0",1,C,"0986BB0188"
AUPV019,2.000000,143,Autparts,"282",Palheta Traseira,16,Vetor,,,"8512.90.00","2","2",2,C,PVT7
AUPA102,10.000000,143,Autparts,"073",Palheta,1,Auto Impact,"7899766790989",,"8512.90.00","2","2",2,C,PI24
AULA012,0.000000,143,Autparts,"049",Lanterna traseira,14,Arteb,"7896482541512",,"8512.20.22","5","5",1,C,"460354"
AUPL004,2.000000,143,Autparts,"282",Palheta Traseira,9,Valeo,,,"8512.90.00","0","0",2,C,C049
AUGB013,6.000000,143,Autparts,"080",Bico Injetor,25,Gauss,"7899751921718",,"8409.99.69","2","2",2,C,GI9063
AULM040,6.000000,143,Autparts,"088",Lente,10,Metagal,,,"7009.10.00","0","0",-1,C,RGDM72
BB119,1.000000,136,VSR,"013",Bombas,18,Laquila,"7909201021254","04","8413.30.10","2","2",2,C,
AULM041,5.000000,143,Autparts,"088",Lente,10,Metagal,,,"7009.10.00","0","0",-1,C,RGDM73
AULM042,3.000000,143,Autparts,"088",Lente,10,Metagal,,,"7009.10.00","0","0",-1,C,RGHM47
MT036,1.000000,136,VSR,"058",Manetes,17,VSR,,,"8714.99.90","1","1",2,C,
MC109,2.000000,136,VSR,"161",Coletor de admissão,18,Laquila,"7899248112155","04","8409.91.15","2","2",2,C,
LC195,1.000000,136,VSR,"145",Cabo do acelerador,18,Laquila,"7899248183049","04","8714.10.00","2","2",2,C,
AULM043,4.000000,143,Autparts,"088",Lente,10,Metagal,,,"7009.10.00","0","0",-1,C,RGRM90
AUSB007,1.000000,143,Autparts,"112",Sonda Lambda,5,Bosch,"4047024184794",,"9027.10.00","2","2",2,C,"258010032"
AULM044,8.000000,143,Autparts,"088",Lente,10,Metagal,,,"7009.10.00","0","0",-1,C,RGWM38
AUPM040,20.000000,143,Autparts,"089",Pisca Retrovisor,10,Metagal,,,"8512.20.22","0","0",1,A,RCC20T2495
MTGB026,0.000000,143,Autparts,"133",Bomba de combustível,25,Gauss,"7899751900546",,"8413.30.10","2","2",-1,C,GM14002
AUPD012,1.000000,143,Autparts,"073",Palheta,6,Dyna,"7891100350101",,"8512.90.00","0","0",-1,C,S501
AUPB095,4.000000,143,Autparts,"282",Palheta Traseira,5,Bosch,"4047024026209",,"8512.90.00","0","0",-1,C,"3397004916"
AUVB039,0.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,"7891009323374",,"8511.10.00","0","0",1,C,F000KE0P09
AUGL025,4.000000,143,Autparts,"207",Lâmpada do farol,-1,- Nenhum fabricante -,,,"8539.21.10","2","2",-1,C,GL881H27B
AUPA061,33.000000,143,Autparts,"073",Palheta,1,Auto Impact,"7899766790545",,"8512.90.00","2","2",2,A,PF25
AUPB021,25.000000,143,Autparts,"282",Palheta Traseira,5,Bosch,"4047025110273",,"8512.90.00","2","2",-1,A,"3397011594"
AUCB066,1.000000,143,Autparts,"078",Cabo de Ignição,5,Bosch,"4047025186056",,"8544.30.00","0","0",1,C,F00099C609
RT019,127.000000,136,VSR,"068",Retrovisores,17,VSR,RT019,,"8714.10.00","1","1",2,A,
AUPV016,16.000000,143,Autparts,"282",Palheta Traseira,16,Vetor,,,"8512.90.00","2","2",2,A,PVT14H
AUPV017,22.000000,143,Autparts,"282",Palheta Traseira,16,Vetor,,,"8512.90.00","2","2",2,A,PVT12R
AUPO081,0.000000,143,Autparts,"084",Pastilha Orgânica,5,Bosch,,,"8708.30.19","2","2",1,B,"0986BB0290"
AUPB094,19.000000,143,Autparts,"282",Palheta Traseira,5,Bosch,"4047025233200",,"8512.90.00","2","2",-1,A,"3397011678"
AUCB069,0.000000,143,Autparts,"078",Cabo de Ignição,5,Bosch,"7891009306285",,"8544.30.00","0","0",1,C,F00099C079
AUPA024,0.000000,143,Autparts,"073",Palheta,1,Auto Impact,"7899766790200",,"8512.90.00","2","2",2,B,PB24
AUPB009,22.000000,143,Autparts,"073",Palheta,5,Bosch,"4047026048551",,"8512.90.00","2","2",-1,A,"3397016121"
AUPO044,0.000000,143,Autparts,"084",Pastilha Orgânica,5,Bosch,,,"8708.30.19","2","2",1,C,"0986BB0703"
AUPA025,34.000000,143,Autparts,"073",Palheta,1,Auto Impact,"7899766790217",,"8512.90.00","2","2",-1,A,PB26
FL165,1.000000,136,VSR,"189",Filtro de ar,18,Laquila,"7899248174955","04","8421.31.00","2","2",2,B,
RT008,387.000000,136,VSR,"068",Retrovisores,17,VSR,RT008,,"7009.10.00","1","1",2,A,
AUGE003,0.000000,143,Autparts,"263",Eletroventilador,25,Gauss,"7899751920100",,"8414.59.90","2","2",2,A,GE1013
AUGI155,0.000000,143,Autparts,"113",Bobina de Ignição,25,Gauss,"7898541342306",,"8511.30.20","2","2",-1,C,GC4371
AUGS190,1.000000,143,Autparts,"276",Sensor MAP,25,Gauss,"7898252658345",,"9026.20.90","3","3",-1,C,GI3020
AUGC060,0.000000,143,Autparts,"078",Cabo de Ignição,25,Gauss,"7899751928335",,"8544.30.00","5","5",2,C,GC5085
AUGE004,0.000000,143,Autparts,"263",Eletroventilador,25,Gauss,"7899751920391",,"8414.59.90","2","2",2,A,GE1015
AUGI039,0.000000,143,Autparts,"113",Bobina de Ignição,25,Gauss,"7898541342900",,"8511.30.20","2","2",-1,C,GC4015
AUGI156,0.000000,143,Autparts,"113",Bobina de Ignição,25,Gauss,"7898541342313",,"8511.30.20","2","2",-1,B,GC4372
AUGS191,0.000000,143,Autparts,"276",Sensor MAP,25,Gauss,"7898252656921",,"9026.20.90","3","3",-1,C,GI3022
AUGC061,1.000000,143,Autparts,"078",Cabo de Ignição,25,Gauss,"7899751928359",,"8544.30.00","2","2",2,C,GC5087
AUGC062,0.000000,143,Autparts,"078",Cabo de Ignição,25,Gauss,"7899751928373",,"8544.30.00","5","5",2,C,GC5089
AUGE006,0.000000,143,Autparts,"263",Eletroventilador,25,Gauss,"7899751920162",,"8414.59.90","2","2",2,C,GE1022
AUGC063,2.000000,143,Autparts,"078",Cabo de Ignição,25,Gauss,"7899751928397",,"8544.30.00","2","2",2,C,GC5091
AUGE007,0.000000,143,Autparts,"263",Eletroventilador,25,Gauss,"7899751920179",,"8414.59.90","2","2",2,B,GE1023
AUGC064,2.000000,143,Autparts,"078",Cabo de Ignição,25,Gauss,"7899751928403",,"8544.30.00","2","2",2,C,GC5092
AUGE008,0.000000,143,Autparts,"263",Eletroventilador,25,Gauss,"7899751920414",,"8414.59.90","2","2",2,C,GE1024
AUGT009,0.000000,143,Autparts,"101",Corpo de Borboleta,25,Gauss,"7899751920537",,"8409.91.90","2","2",-1,C,GI7009
AUGS728,0.000000,143,Autparts,"081",Atuador de Marcha Lenta,25,Gauss,"7899751907224",,"8481.80.99","2","2",-1,C,GS6603
AUGZ011,0.000000,143,Autparts,"018",Buzina,25,Gauss,"7898541349596",,"8512.30.00","2","2",-1,C,GB1040
AUFA008,0.000000,143,Autparts,"035",Farol,14,Arteb,"7896482534255",,"8512.20.11","5","5",1,C,"160391"
MTGI005,0.000000,143,Autparts,"113",Bobina de Ignição,25,Gauss,"7899751923439",,"8511.30.20","2","2",-1,C,GM12006
MTGZ021,0.000000,143,Autparts,"018",Buzina,25,Gauss,"7899751908108",,"8512.30.00","2","2",-1,C,GM13003
RT520,0.000000,136,VSR,"068",Retrovisores,18,Laquila,"7909201024620","04","8714.10.00","2","2",2,C,
BB108,0.000000,136,VSR,"133",Bomba de combustível,18,Laquila,"7909201021445","04","8413.30.10","2","2",2,A,
EM186,0.000000,136,VSR,"175",Disco Separador,18,Laquila,"7899248164987","04","8714.10.00","2","2",2,B,
AUPO045,0.000000,143,Autparts,"084",Pastilha Orgânica,5,Bosch,,,"8708.30.19","2","2",1,C,"0986BB0276"
RT524,0.000000,136,VSR,"068",Retrovisores,18,Laquila,"7909201024644","04","8714.10.00","2","2",2,A,
AULA007,0.000000,143,Autparts,"049",Lanterna traseira,14,Arteb,"7896482534644",,"8512.20.22","0","0",1,C,"460273"
FL209,0.000000,136,VSR,"191",Filtro de óleo,18,Laquila,"7899248158566","04","8421.23.00","2","2",2,C,
FL166,0.000000,136,VSR,"189",Filtro de ar,18,Laquila,"7899248174962","04","8421.31.00","2","2",2,C,
EN123,0.000000,136,VSR,"178",Engrenagem de partida,18,Laquila,"7899248150300","04","8409.91.90","2","2",2,C,
MR545,0.000000,136,VSR,"125",Árvore de comando,18,Laquila,"7899248108288","04","8483.10.20","2","2",2,C,
FO140,0.000000,136,VSR,"038",Freio,18,Laquila,"7899248166967","04","8714.94.90","2","2",2,B,
FO141,0.000000,136,VSR,"038",Freio,18,Laquila,"7899248166974","04","8714.94.90","2","2",2,C,
MR547,0.000000,136,VSR,"125",Árvore de comando,18,Laquila,"7909201023715","04","8483.10.20","2","2",2,C,
FO142,0.000000,136,VSR,"038",Freio,18,Laquila,"7899248191396","04","8714.94.90","2","2",2,B,
MR549,0.000000,136,VSR,"125",Árvore de comando,18,Laquila,"7909201023869","04","8483.10.20","2","2",2,C,
CI154,0.000000,136,VSR,"021",Conjunto Interruptor,18,Laquila,"7909201000365","04","8536.50.90","2","2",2,C,
PA117,0.000000,136,VSR,"217",Painel de instrumentos,18,Laquila,"7899248103191","04","8714.10.00","2","2",2,C,
RT522,0.000000,136,VSR,"068",Retrovisores,18,Laquila,"7909201024606","04","8714.10.00","2","2",2,C,
RT523,0.000000,136,VSR,"068",Retrovisores,18,Laquila,"7909201024637","04","8714.10.00","2","2",2,C,
CI156,0.000000,136,VSR,"021",Conjunto Interruptor,18,Laquila,"7899248154414","04","8536.50.90","2","2",2,C,
CI157,0.000000,136,VSR,"021",Conjunto Interruptor,18,Laquila,"7899248164253","04","8536.50.90","2","2",2,C,
RT525,0.000000,136,VSR,"068",Retrovisores,18,Laquila,"7909201024521","04","8714.10.00","2","2",2,C,
IG110,0.000000,136,VSR,"113",Bobina de Ignição,18,Laquila,"7899248182585","04","8511.30.20","2","2",2,C,
RT007,0.000000,136,VSR,"068",Retrovisores,17,VSR,RT007,,"7009.10.00","1","1",2,C,
AUBO030,0.000000,143,Autparts,"113",Bobina de Ignição,5,Bosch,"7891009352411",,"8511.30.20","2","2",2,C,"221503008"
AUCB030,0.000000,143,Autparts,"078",Cabo de Ignição,5,Bosch,"7891009369792",,"8544.30.00","0","0",1,C,F00099C127
MP015,0.000000,136,VSR,"056",Manoplas,17,VSR,MP015,,"8714.99.90","1","1",2,C,
AUBO031,0.000000,143,Autparts,"113",Bobina de Ignição,5,Bosch,"4047024712997",,"8511.30.20","0","0",1,B,F000ZS0235
AUCB031,0.000000,143,Autparts,"078",Cabo de Ignição,5,Bosch,"7891009305790",,"8544.30.00","0","0",1,C,F00099C073
AUCM001,0.000000,143,Autparts,"086",Capa Retrovisor,10,Metagal,,,"3926.90.90","0","0",1,C,RGSC80LI
MP016,0.000000,136,VSR,"056",Manoplas,17,VSR,,,"8714.99.90","1","1",2,C,
AUBI030,0.000000,143,Autparts,"080",Bico Injetor,5,Bosch,"4047023211156",,"8409.91.90","2","2",2,C,"280158105"
AUCM002,0.000000,143,Autparts,"086",Capa Retrovisor,10,Metagal,,,"3926.90.90","0","0",1,C,RGSC81LI
ES117,0.000000,136,VSR,"033",Espaçadores,18,Laquila,"7899248177161","04","8714.10.00","2","2",2,C,
MP017,0.000000,136,VSR,"056",Manoplas,17,VSR,MP017,,"8714.99.90","1","1",2,C,
AUBI031,0.000000,143,Autparts,"080",Bico Injetor,5,Bosch,"4047025329811",,"8409.91.90","5","5",1,C,"280157158"
MP018,0.000000,136,VSR,"056",Manoplas,17,VSR,MP018,,"8714.99.90","1","1",2,C,
AUBI032,0.000000,143,Autparts,"080",Bico Injetor,5,Bosch,"4047024749085",,"8409.91.90","5","5",1,C,"280156415"
AUCN012,0.000000,143,Autparts,"078",Cabo de Ignição,8,NGK,,,"8544.30.00","5","5",1,C,SCG75
AUCN087,0.000000,143,Autparts,"078",Cabo de Ignição,8,NGK,,,"8544.30.00","5","5",1,C,SCR13
AUSB019,0.000000,143,Autparts,"106",Sensor de Fase,5,Bosch,"3165143100172",,"8543.20.00","2","2",2,C,"232101036"
AUVB003,0.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,"4047024981409",,"8511.10.00","2","2",2,C,"242240691"
AUVB078,0.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,"4047024382527",,"8511.10.00","5","5",-1,C,F000KE0P42
AUPC018,0.000000,143,Autparts,"097",Pastilha Cerâmica,5,Bosch,"4047026157215",,"8708.30.19","2","2",2,C,F03B050388
AUVB004,0.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,"4047024115576",,"8511.10.00","2","2",2,A,"242236563"
AUVB007,0.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,"4047025297738",,"8511.10.00","2","2",2,C,"242145537"
AUPO049,0.000000,143,Autparts,"084",Pastilha Orgânica,5,Bosch,"4047025400756",,"8708.30.19","0","0",1,C,"0986BB0981"
LC200,0.000000,136,VSR,"145",Cabo do acelerador,18,Laquila,"7899248113855","04","8714.10.00","2","2",2,C,
PM493,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248172531","04","8409.91.20","2","2",2,C,
PM302,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7909201021032","04","8409.91.20","2","2",2,B,
PM142,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7909201017691","04","8409.91.20","2","2",2,C,
AUPO048,0.000000,143,Autparts,"084",Pastilha Orgânica,5,Bosch,,,"8708.30.19","2","2",1,C,"0986BB0317"
PM144,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248101722","04","8409.91.20","2","2",2,C,
PM259,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248154698","04","8409.91.20","2","2",2,C,
AUPC093,0.000000,143,Autparts,"001",Nenhum,5,Bosch,,,"8708.30.19","2","2",2,C,SKU LIVRE
NB101,0.000000,136,VSR,"064",Protetores,18,Laquila,"7899248147324","04","9506.99.00","2","0",2,C,
AUGL041,9.000000,143,Autparts,"050",Lâmpadas,25,Gauss,"7898252655313",,"8539.21.10","2","2",-1,C,GL09H4
AUAC182,2.000000,143,Autparts,"092",Amortecedor Tampa Porta Malas,12,Cofap,,,"8708.29.99","0","0",1,C,"16495"
AUVB079,4.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,"3165143282502",,"8511.80.10","2","2",1,C,"250202125"
AUPA026,14.000000,143,Autparts,"073",Palheta,1,Auto Impact,"7899766790224",,"8512.90.00","2","2",2,C,PB27
AUPM004,10.000000,143,Autparts,"089",Pisca Retrovisor,10,Metagal,,,"8512.20.22","0","0",1,C,RCC20Y1895
AUPO046,5.000000,143,Autparts,"084",Pastilha Orgânica,5,Bosch,"4047025399739",,"8708.30.19","2","2",1,C,"0986BB0952"
AUVB005,4.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,"4047024753488",,"8511.10.00","2","2",2,C,"242230554"
AUPM005,8.000000,143,Autparts,"089",Pisca Retrovisor,10,Metagal,,,"8512.20.22","0","0",1,C,RCC20Y1795
AUPM006,7.000000,143,Autparts,"089",Pisca Retrovisor,10,Metagal,,,"8512.20.22","0","0",1,C,RCC20T2695
AUPA099,3.000000,143,Autparts,"073",Palheta,1,Auto Impact,"7899766790750",,"8512.90.00","2","2",2,C,CC26
RT521,1.000000,136,VSR,"068",Retrovisores,18,Laquila,"7909201024613","04","8714.10.00","2","2",2,C,
AULO027,1.000000,143,Autparts,"207",Lâmpada do farol,4,Osram,,,"8539.21.10","2","2",2,C,LA64212
RT009,23.000000,136,VSR,"068",Retrovisores,17,VSR,RT009,,"7009.10.00","1","1",2,A,
AULA006,0.000000,143,Autparts,"049",Lanterna traseira,14,Arteb,"7896482534682",,"8512.20.22","5","5",1,B,"460267"
AUPD018,1.000000,143,Autparts,"073",Palheta,6,Dyna,"7891100350903",,"8512.90.00","0","0",1,C,S509
AUPV023,4.000000,143,Autparts,"282",Palheta Traseira,16,Vetor,,,"8512.90.00","2","2",2,C,PVT14F
AUGS107,0.000000,143,Autparts,"275",Sensor velocidade,25,Gauss,"7899751923002",,"8543.20.00","2","2",-1,C,GS1103
AUGS156,0.000000,143,Autparts,"106",Sensor de Fase,25,Gauss,"7899751924993",,"9031.80.99","2","2",-1,C,GS9024
AUGB019,5.000000,143,Autparts,"080",Bico Injetor,25,Gauss,"7898252658543",,"8409.99.69","2","2",2,C,GI9092
AUGS131,0.000000,143,Autparts,"105",Sensor de Detonação,25,Gauss,"7898541344119",,"9031.80.99","2","2",-1,C,GS5004
AUGS157,0.000000,143,Autparts,"106",Sensor de Fase,25,Gauss,"7898541344256",,"9031.80.99","2","2",-1,C,GS9026
AUBG029,0.000000,143,Autparts,"133",Bomba de combustível,25,Gauss,"7898252655054",,"8413.30.10","3","3",-1,C,GI3481
AUGS159,0.000000,143,Autparts,"106",Sensor de Fase,25,Gauss,"7899751906821",,"9031.80.99","2","2",-1,C,GS9031
AUVB046,1.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,"4047024828360",,"8511.10.00","2","2",2,B,"242129515"
AUGS484,1.000000,143,Autparts,"279",Placa de Diodos,25,Gauss,"7899751909846",,"8504.40.21","5","5",-1,C,GA1562
AUGI078,1.000000,143,Autparts,"113",Bobina de Ignição,25,Gauss,"7898252658253",,"8511.30.20","2","2",-1,C,GC4074
AUGI195,0.000000,143,Autparts,"113",Bobina de Ignição,25,Gauss,"7898541343532",,"8511.30.20","2","2",-1,A,GC4602
AUGS647,0.000000,143,Autparts,"108",Sensor de rotação,25,Gauss,"7899751906920",,"9029.10.90","2","2",-1,C,GS8013
AUGR006,0.000000,143,Autparts,"264",Regulador voltagem,25,Gauss,"7899751901369",,"9032.89.11","4","4",2,C,GA225
AUGI004,0.000000,143,Autparts,"113",Bobina de Ignição,25,Gauss,"7899751909426",,"8511.30.20","2","2",-1,C,GC4047
AUGI079,0.000000,143,Autparts,"113",Bobina de Ignição,25,Gauss,"7899751911580",,"8511.30.20","2","2",-1,A,GC4077
AUGR007,1.000000,143,Autparts,"264",Regulador voltagem,25,Gauss,"7899751902076",,"9032.89.11","5","5",2,B,GA263
AUGI122,0.000000,143,Autparts,"113",Bobina de Ignição,25,Gauss,"7898541349367",,"8511.30.20","2","2",-1,C,GC4227
AUGI197,0.000000,143,Autparts,"113",Bobina de Ignição,25,Gauss,"7899751924863",,"8511.30.20","2","2",-1,C,GC4605
AUGR008,3.000000,143,Autparts,"264",Regulador voltagem,25,Gauss,"7898541343068",,"9032.89.11","5","5",-1,C,GA293
AUGI006,3.000000,143,Autparts,"113",Bobina de Ignição,25,Gauss,"7899751906302",,"8511.30.20","2","2",-1,C,GC4102
AUGI123,0.000000,143,Autparts,"113",Bobina de Ignição,25,Gauss,"7898541342344",,"8511.30.20","2","2",-1,C,GC4230
AUPA067,10.000000,143,Autparts,"073",Palheta,1,Auto Impact,"7899766790590",,"8512.90.00","2","2",2,C,PG15
AUGR009,2.000000,143,Autparts,"264",Regulador voltagem,25,Gauss,"7899751900690",,"9032.89.11","4","4",2,C,GA350
AUGR124,0.000000,143,Autparts,"264",Regulador voltagem,25,Gauss,"7898252650462",,"9032.89.11","5","5",-1,C,GA223
AUGZ026,0.000000,143,Autparts,"018",Buzina,25,Gauss,"7898252654712",,"8512.30.00","2","2",-1,C,GB1061
MTGB032,0.000000,143,Autparts,"133",Bomba de combustível,25,Gauss,"7899751908177",,"8413.30.10","2","2",-1,C,GM14009
MTGI016,1.000000,143,Autparts,"113",Bobina de Ignição,25,Gauss,"7899751929349",,"8511.30.20","2","2",-1,C,GM12027
MTGI017,0.000000,143,Autparts,"113",Bobina de Ignição,25,Gauss,"7899751929363",,"8511.30.20","2","2",-1,C,GM12028
AUPB025,8.000000,143,Autparts,"282",Palheta Traseira,5,Bosch,"4047025110310",,"8512.90.00","2","2",1,B,"3397011598"
MTGS006,0.000000,143,Autparts,"274",Sensor Oxigenio,25,Gauss,"7899751930772",,"9027.10.00","2","2",-1,B,GM18007
AUPR010,2.000000,143,Autparts,"172",Cubo Roda,46,PFI,"739210375546",,"8708.99.90","1","1",-1,C,PHU3275
MR208,0.000000,136,VSR,"123",Anéis para pistão,18,Laquila,"7899248158924","04","8409.91.16","2","2",2,C,
AUPR011,2.000000,143,Autparts,"172",Cubo Roda,46,PFI,"739210375584",,"8708.99.90","2","2",-1,C,PHU3286
JQ425,0.000000,136,VSR,"003",Jaquetas,18,Laquila,"7909201026716","04","6210.40.00","2","2",2,C,
EM104,0.000000,136,VSR,"154",Carcaça,18,Laquila,"7899248184749","04","8483.60.90","2","2",2,C,
FL105,0.000000,136,VSR,"189",Filtro de ar,18,Laquila,"7899248133495","04","8421.31.00","2","2",2,B,
MC113,0.000000,136,VSR,"161",Coletor de admissão,18,Laquila,"7899248116344","04","8409.91.15","2","2",2,C,
MC111,0.000000,136,VSR,"161",Coletor de admissão,18,Laquila,"7899248176676","04","8409.91.15","2","2",2,C,
FO133,0.000000,136,VSR,"038",Freio,18,Laquila,"7899248116306","04","8714.10.00","2","2",2,C,
JJ161,0.000000,136,VSR,"045",Jogo de Junta,18,Laquila,"7899248119512","04","6812.99.10","2","2",2,C,
RT515,0.000000,136,VSR,"068",Retrovisores,18,Laquila,"7899248148628","04","7009.10.00","2","2",2,A,
IG122,0.000000,136,VSR,"113",Bobina de Ignição,18,Laquila,"7899248175723","04","8511.30.20","2","2",2,C,
EM103,0.000000,136,VSR,"154",Carcaça,18,Laquila,"7899248103320","04","8714.10.00","2","2",2,C,
CM130,0.000000,136,VSR,"022",Calças,18,Laquila,"7909201023944","04","6210.40.00","2","2",2,C,
AUCB072,0.000000,143,Autparts,"078",Cabo de Ignição,5,Bosch,"7891009007403",,"8544.30.00","0","0",1,C,"9295080047"
AUPA068,6.000000,143,Autparts,"073",Palheta,1,Auto Impact,"7899766790606",,"8512.90.00","2","2",2,C,PG16
AUSB009,0.000000,143,Autparts,"105",Sensor de Detonação,5,Bosch,"7891009086361",,"9031.80.99","2","2",2,C,"261231004"
AUSB059,0.000000,143,Autparts,"110",Sensor de pressão coletor,5,Bosch,"3165143103722",,"8708.99.90","2","2",2,C,"261230012"
AUCB070,0.000000,143,Autparts,"078",Cabo de Ignição,5,Bosch,"7891009306261",,"8544.30.00","0","0",1,C,F00099C086
AUMV011,0.000000,143,Autparts,"085",Motor de Partida,9,Valeo,,,"8511.40.00","2","2",2,C,"495111"
AUPL010,0.000000,143,Autparts,"282",Palheta Traseira,9,Valeo,,,"8512.90.00","2","2",2,C,C600
AUPL011,0.000000,143,Autparts,"282",Palheta Traseira,9,Valeo,,,"8512.90.00","0","0",2,C,C601
AUSB060,0.000000,143,Autparts,"106",Sensor de Fase,5,Bosch,"3165143508350",,"8543.20.00","2","2",2,C,"261230037"
AUVB047,0.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,"3165143408827",,"8511.10.00","2","2",2,B,"242235748"
PM504,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248127005","04","8409.91.20","2","2",2,C,
LC335,0.000000,136,VSR,"144",Cabo de velocimetro,18,Laquila,"7899248162174","04","8714.10.00","2","2",2,C,
PM342,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248128767","04","8409.91.20","2","2",2,C,
PM343,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248128781","04","8409.91.20","2","2",2,C,
LC336,0.000000,136,VSR,"144",Cabo de velocimetro,18,Laquila,"7899248162150","04","8714.10.00","2","2",2,C,
PM505,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248127012","04","8409.91.20","2","2",2,C,
CP695,0.000000,136,VSR,"006",Capacetes,18,Laquila,"7909201031253","04","6506.10.00","2","5",1,C,
LC311,0.000000,136,VSR,"143",Cabo de freio,18,Laquila,"7899248114708","04","8714.10.00","2","2",2,C,
CP696,0.000000,136,VSR,"006",Capacetes,18,Laquila,"7909201031260","04","6506.10.00","2","5",1,C,
CP697,0.000000,136,VSR,"006",Capacetes,18,Laquila,"7909201031277","04","6506.10.00","5","5",1,C,
AUGB018,0.000000,143,Autparts,"080",Bico Injetor,25,Gauss,"7899751921534",,"8409.99.69","2","2",2,A,GI9090
PA129,0.000000,136,VSR,"217",Painel de instrumentos,18,Laquila,"7899248179905","04","8714.10.00","2","2",2,C,
AUPC100,0.000000,143,Autparts,"097",Pastilha Cerâmica,5,Bosch,"4047024498914",,"8708.30.19","2","2",2,B,F03B050123
AUSB178,0.000000,143,Autparts,"106",Sensor de Fase,5,Bosch,"7891009086347",,"8543.20.00","2","2",2,C,"261230013"
AUDV008,0.000000,143,Autparts,"084",Pastilha Orgânica,-1,- Nenhum fabricante -,,,"8708.30.19","5","5",-1,C,N835
AUPC102,0.000000,143,Autparts,"001",Nenhum,5,Bosch,,,"8708.30.19","2","2",2,C,SKU LIVRE
AUPC103,0.000000,143,Autparts,"001",Nenhum,5,Bosch,,,"8708.30.19","2","2",2,C,SKU LIVRE
