sku,bar_code,desc,tipo_de_veiculo,marca_id,cat_id
"AUGS1216","7899751935104","Gauss Sensor ABS","carro","25","272"
"AUGS1217","7899751935111","Gauss Sensor ABS","carro","25","272"
"AUGS1218","7899751940733","Gauss Sensor ABS","carro","25","272"
"AUGS1219","7899751935128","Gauss Sensor ABS","carro","25","272"
"AUGS1220","7899751935135","Gauss Sensor ABS","carro","25","272"
"AUGS1221","7899751940740","Gauss Sensor ABS","carro","25","272"
"AUGS1222","7899751940757","Gauss Sensor ABS","carro","25","272"
"AUGS1223","7899751940764","Gauss Sensor ABS","carro","25","272"
"AUGS1224","7899751940771","Gauss Sensor ABS","carro","25","272"
"AUGS1225","7899751935142","Gauss Sensor ABS","carro","25","272"
"AUGS1226","7899751935159","Gauss Sensor ABS","carro","25","272"
"AUGS1227","7899751940788","Gauss Sensor ABS","carro","25","272"
"AUGS1228","7899751935166","Gauss Sensor ABS","carro","25","272"
"AUGS1229","7899751935173","Gauss Sensor ABS","carro","25","272"
"AUGS1230","7899751935180","Gauss Sensor ABS","carro","25","272"
"AUGS1231","7899751940795","Gauss Sensor ABS","carro","25","272"
"AUGS1232","7899751940801","Gauss Sensor ABS","carro","25","272"
"AUGS1233","7899751940818","Gauss Sensor ABS","carro","25","272"
"AUGS1234","7899751935197","Gauss Sensor ABS","carro","25","272"
"AUGS1235","7899751940825","Gauss Sensor ABS","carro","25","272"
"AUGS1236","7899751940832","Gauss Sensor ABS","carro","25","272"
"AUGS1237","7899751940849","Gauss Sensor ABS","carro","25","272"
"AUGS1238","7899751940856","Gauss Sensor ABS","carro","25","272"
"AUGS1239","7899751940863","Gauss Sensor ABS","carro","25","272"
"AUGS1240","7899751940870","Gauss Sensor ABS","carro","25","272"
"AUGS1241","7899751940887","Gauss Sensor ABS","carro","25","272"
"AUGS1242","7899751940894","Gauss Sensor ABS","carro","25","272"
"AUGS1243","7899751940900","Gauss Sensor ABS","carro","25","272"
"AUGS1244","7899751940917","Gauss Sensor ABS","carro","25","272"
"AUGS1245","7899751940924","Gauss Sensor ABS","carro","25","272"
"AUGS1246","7899751940931","Gauss Sensor ABS","carro","25","272"
"AUGS1247","7899751940948","Gauss Sensor ABS","carro","25","272"
"AUGS1248","7899751940955","Gauss Sensor ABS","carro","25","272"
"AUGS1249","7899751940962","Gauss Sensor ABS","carro","25","272"
"AUGS1250","7899751940979","Gauss Sensor ABS","carro","25","272"
"AUGS1251","7899751940986","Gauss Sensor ABS","carro","25","272"
"AUGS1252","7899751940993","Gauss Sensor ABS","carro","25","272"
"AUGS1253","7899751941006","Gauss Sensor ABS","carro","25","272"
"AUGS1254","7899751941013","Gauss Sensor ABS","carro","25","272"
"AUGS1255","7899751941020","Gauss Sensor ABS","carro","25","272"
"AUGS1256","7899751935210","Gauss Sensor ABS","carro","25","272"
"AUGS1257","7899751935227","Gauss Sensor ABS","carro","25","272"
"AUGS1258","7899751941037","Gauss Sensor ABS","carro","25","272"
"AUGS1259","7899751941044","Gauss Sensor ABS","carro","25","272"
"AUGS1260","7899751941051","Gauss Sensor ABS","carro","25","272"
"AUGS1261","7899751941068","Gauss Sensor ABS","carro","25","272"
"AUGS1262","7899751941075","Gauss Sensor ABS","carro","25","272"
"AUGS1263","7899751941082","Gauss Sensor ABS","carro","25","272"
"AUGS1264","7899751941099","Gauss Sensor ABS","carro","25","272"
"AUGS1265","7899751941105","Gauss Sensor ABS","carro","25","272"
"AUGS1266","7899751941112","Gauss Sensor ABS","carro","25","272"
"AUGS1267","7899751941129","Gauss Sensor ABS","carro","25","272"
"AUGS1268","7899751941136","Gauss Sensor ABS","carro","25","272"
"AUGS1269","7899751941143","Gauss Sensor ABS","carro","25","272"
"AUGS1270","7899751941150","Gauss Sensor ABS","carro","25","272"
"AUGS1271","7899751941167","Gauss Sensor ABS","carro","25","272"
"AUGS1272","7899751941174","Gauss Sensor ABS","carro","25","272"
"AUGS1273","7899751935234","Gauss Sensor ABS","carro","25","272"
"AUGS1274","7899751935241","Gauss Sensor ABS","carro","25","272"
"AUGS1275","7899751935258","Gauss Sensor ABS","carro","25","272"
"AUGS771","7899751933407","Gauss Sensor ABS","carro","25","272"
"AUGS772","7899751933414","Gauss Sensor ABS","carro","25","272"
"AUGS773","7899751933421","Gauss Sensor ABS","carro","25","272"
"AUGS774","7899751933438","Gauss Sensor ABS","carro","25","272"
"AUGS775","7899751933445","Gauss Sensor ABS","carro","25","272"
"AUGS776","7899751933452","Gauss Sensor ABS","carro","25","272"
"AUGS777","7899751933469","Gauss Sensor ABS","carro","25","272"
"AUGS778","7899751933148","Gauss Sensor ABS","carro","25","272"
"AUGS779","7899751936682","Gauss Sensor ABS","carro","25","272"
"AUGS780","7899751933476","Gauss Sensor ABS","carro","25","272"
"AUGS781","7899751933483","Gauss Sensor ABS","carro","25","272"
"AUGS782","7899751933490","Gauss Sensor ABS","carro","25","272"
"AUGS783","7899751933506","Gauss Sensor ABS","carro","25","272"
"AUGS784","7899751933513","Gauss Sensor ABS","carro","25","272"
"AUGS785","7899751933520","Gauss Sensor ABS","carro","25","272"
